Date,Aditya Birla Sun Life Multi Cap Fund,Axis Multicap Fund,Bajaj Finserv Multi Cap Fund,Bandhan Multicap Fund,Bank of India Multicap Fund,Baroda BNP Paribas Multi Cap Fund,Canara Robeco Multi Cap Fund,DSP Multicap Fund,Edelweiss Multi Cap Fund,Franklin India Multi Cap Fund,Groww Multicap Fund,HDFC Multicap Fund,HSBC Multi Cap Fund,ICICI Prudential Multicap Fund,ITI Multi Cap Fund,Invesco India Multicap Fund,Kotak Multicap Fund,LIC MF Multi Cap Fund,Mahindra Manulife Multi Cap Fund,Mirae Asset Multicap Fund,Motilal Oswal Multi Cap Fund,Nippon India Multicap Fund,PGIM India Multi Cap Fund,Quant Multi Cap Fund,SBI Multicap Fund,Samco Multi Cap Fund,Sundaram Multi Cap Fund,TRUSTMF Multi Cap Fund,Tata Multicap Fund,UTI Multi Cap Fund,Union Multicap Fund,WhiteOak Capital Multi Cap Fund
2023-11-30,15.66000,13.03000,,13.50400,13.61000,234.77260,11.07000,,11.03320,,,14.52400,13.98360,645.78000,19.92510,115.33000,13.76500,12.59880,24.59080,10.85100,,75.55220,,529.92070,12.86870,,75.88410,,12.24670,,12.63000,10.83600
2023-12-01,15.75000,13.09000,,13.61900,13.72000,237.00040,11.14000,,11.13520,,,14.62300,14.08310,650.44000,20.09020,116.14000,13.90900,12.65880,24.71780,10.95200,,76.25120,,532.92670,12.92100,,76.64200,,12.35720,,12.72000,10.85500
2023-12-04,16.02000,13.24000,,13.83400,13.94000,239.80390,11.24000,,11.28160,,,14.86800,14.27380,661.99000,20.47290,117.67000,14.18100,12.80440,24.99570,11.11700,,77.31770,,538.61890,13.08090,,77.71310,,12.52870,,12.87000,11.01100
2023-12-05,16.10000,13.27000,,13.84100,13.99000,240.09540,11.28000,,11.31750,,,14.93800,14.30980,664.35000,20.56580,117.94000,14.24600,12.88340,25.01880,11.14000,,77.52110,,542.45130,13.07670,,78.24380,,12.59960,,12.88000,11.02200
2023-12-06,16.09000,13.27000,,13.84700,13.97000,240.30570,11.32000,,11.32230,,,14.96700,14.29970,666.13000,20.57810,118.00000,14.24600,12.87960,24.98280,11.13700,,77.56560,,544.75660,13.05800,,78.28390,,12.58430,,12.91000,11.03300
2023-12-07,16.09000,13.29000,,13.88300,13.96000,240.97440,11.32000,,11.32850,,,14.98000,14.29940,669.15000,20.62520,118.35000,14.27700,12.88230,24.98360,11.15900,,77.95800,,545.60070,13.10840,,78.44560,,12.60140,,12.91000,11.04600
2023-12-08,16.09000,13.25000,,13.85400,13.92000,239.98800,11.29000,,11.33360,,,14.95600,14.26690,668.58000,20.64650,118.37000,14.24200,12.86470,24.87100,11.19300,,77.94390,,542.30050,13.08860,,78.44620,,12.60610,,12.87000,11.03300
2023-12-11,16.20000,13.30000,,13.91000,14.02000,241.18940,11.35000,,11.40730,,,15.01700,14.33140,671.10000,20.82540,118.62000,14.36900,12.90700,25.19190,11.24200,,78.19510,,545.18360,13.10900,,79.23840,,12.64040,,12.95000,11.10000
2023-12-12,16.10000,13.27000,,13.87200,13.93000,239.73770,11.32000,,11.37600,,,14.99900,14.28570,668.45000,20.67180,118.08000,14.35500,12.82450,25.10880,11.19100,,77.81810,,544.12710,13.07030,,78.89130,,12.60080,,12.87000,11.09400
2023-12-13,16.18000,13.36000,,13.95200,14.05000,241.76740,11.41000,,11.46230,,,15.08400,14.44150,673.23000,20.87950,118.79000,14.54200,12.94480,25.32390,11.25900,,78.25510,,546.81470,13.16150,,79.51490,,12.66460,,12.96000,11.15800
2023-12-14,16.38000,13.60000,,14.12000,14.16000,244.67900,11.48000,,11.61650,,,15.24300,14.61620,679.96000,21.01900,119.92000,14.67600,13.08770,25.60030,11.38400,,78.77640,,552.64180,13.24820,,80.29530,,12.78550,,13.09000,11.29200
2023-12-15,16.47000,13.73000,,14.23200,14.27000,246.33910,11.55000,,11.72000,,,15.35200,14.70190,684.23000,21.16600,120.84000,14.70800,13.15760,25.75310,11.43800,,79.10360,,555.91590,13.26840,,80.77150,,12.89470,,13.12000,11.33000
2023-12-18,16.46000,13.74000,,14.25800,14.27000,247.08080,11.57000,,11.71650,,,15.36200,14.70060,686.61000,21.21590,120.79000,14.72100,13.18080,25.75210,11.48600,,79.24510,,559.41300,13.29030,,80.92380,,12.89750,,13.11000,11.33400
2023-12-19,16.46000,13.75000,,14.28800,14.24000,246.44640,11.58000,,11.70380,,,15.36000,14.71980,687.71000,21.21600,120.81000,14.73400,13.17100,25.81170,11.51000,,79.27030,,560.53980,13.27360,,80.92430,,12.91760,,13.10000,11.35400
2023-12-20,16.16000,13.49000,,13.96600,13.85000,241.14760,11.38000,,11.45540,,,14.99700,14.40860,673.70000,20.71990,118.55000,14.32500,12.82090,25.08170,11.26500,,77.43980,,543.16030,12.98690,,79.22290,,12.65620,,12.80000,11.09400
2023-12-21,16.30000,13.60000,,14.11200,14.00000,243.60580,11.48000,,11.54590,,,15.12800,14.56110,680.66000,20.96450,119.45000,14.47100,12.93650,25.46810,11.38000,,78.03610,,554.47570,13.08290,,79.87440,,12.72820,,12.91000,11.20400
2023-12-22,16.35000,13.74000,,14.23400,14.16000,245.91230,11.58000,,11.67090,,,15.22600,14.68150,684.74000,21.10820,120.59000,14.59600,13.02310,25.62390,11.47200,,78.43220,,559.43070,13.15790,,80.16720,,12.80820,,12.96000,11.27800
2023-12-26,16.37000,13.73000,,14.25900,14.23000,246.17990,11.62000,,11.70650,,,15.29000,14.70790,687.42000,21.25880,120.88000,14.67800,13.10120,25.76790,11.51300,,78.57720,,562.84940,13.15760,,80.19770,,12.83570,,12.99000,11.30700
2023-12-27,16.48000,13.83000,,14.35500,14.29000,247.43840,11.69000,,11.80720,,,15.38500,14.75190,690.50000,21.39800,121.62000,14.77000,13.14030,25.82760,11.60800,,79.16160,,565.27790,13.26190,,80.76370,,12.91520,,13.05000,11.36600
2023-12-28,16.52000,13.85000,,14.40500,14.34000,248.19360,11.70000,,11.83580,,,15.46400,14.76380,694.39000,21.47200,121.76000,14.85700,13.18520,26.02530,11.66300,,79.52000,,571.08280,13.30600,,81.00330,,12.95110,,13.08000,11.37700
2023-12-29,16.58000,13.90000,,14.46400,14.35000,248.68400,11.75000,,11.86030,,,15.50100,14.79260,696.06000,21.51080,122.00000,14.91100,13.20310,26.00850,11.72500,,79.93070,,572.62290,13.32600,,81.48990,,12.96690,,13.11000,11.42000
2024-01-01,16.62000,13.86000,,14.50800,14.40000,249.57670,11.76000,,11.86280,,,15.55500,14.78620,699.72000,21.58960,121.94000,15.02000,13.26860,26.23160,11.77700,,80.20450,,575.51060,13.36800,,81.68170,,13.01360,,13.13000,11.43600
2024-01-02,16.53000,13.78000,,14.52600,14.33000,248.92090,11.71000,,11.79710,,,15.49900,14.73790,699.39000,21.55510,121.43000,14.97400,13.23240,26.21700,11.75600,,80.40500,,574.93930,13.37750,,81.34330,,12.97580,,13.09000,11.39900
2024-01-03,16.51000,13.76000,,14.52900,14.37000,248.40710,11.70000,,11.79500,,,15.48200,14.76300,698.97000,21.55130,121.13000,15.00700,13.21920,26.17690,11.77600,,80.48700,,573.51070,13.39070,,81.27620,,12.95450,,13.11000,11.39100
2024-01-04,16.69000,13.91000,,14.67800,14.55000,251.47510,11.83000,,11.93020,,,15.63600,14.90360,703.70000,21.80810,122.58000,15.16200,13.34520,26.41660,11.89000,,81.35170,,581.41060,13.51290,,81.96840,,13.08690,,13.24000,11.51400
2024-01-05,16.72000,14.03000,,14.71100,14.59000,253.01990,11.88000,,11.99410,,,15.66300,14.95080,705.23000,21.87780,123.25000,15.17700,13.38340,26.53120,11.95000,,81.42420,,580.35480,13.50720,,82.40420,,13.10880,,13.27000,11.55900
2024-01-08,16.56000,13.96000,,14.56300,14.52000,250.99250,11.80000,,11.91300,,,15.53900,14.86930,699.18000,21.73490,122.23000,15.04600,13.30350,26.44480,11.81100,,80.69230,,573.02210,13.40360,,81.77470,,12.99060,,13.19000,11.47600
2024-01-09,16.59000,14.04000,,14.58200,14.59000,251.85170,11.82000,,11.97860,,,15.57400,14.91600,700.77000,21.77450,122.64000,15.08900,13.33480,26.59430,11.86900,,80.89530,,575.72280,13.39910,,81.54880,,13.02160,,13.25000,11.48900
2024-01-10,16.65000,14.06000,,14.61900,14.61000,251.78660,11.82000,,12.00020,,,15.60300,14.94480,700.72000,21.83100,122.66000,15.07600,13.34980,26.50260,11.89700,,80.99650,,579.85250,13.40320,,81.59040,,13.07440,,13.28000,11.50500
2024-01-11,16.68000,14.08000,,14.69800,14.69000,252.53610,11.87000,,12.05460,,,15.70000,15.07760,704.28000,22.01890,123.00000,15.19200,13.43780,26.73770,11.94400,,81.39500,,583.57840,13.47810,,81.54690,,13.14300,,13.35000,11.56900
2024-01-12,16.81000,14.26000,,14.80500,14.78000,254.40350,11.92000,,12.15240,,,15.80100,15.17640,708.90000,22.16860,123.89000,15.29100,13.51900,26.96540,11.99000,,81.66880,,586.63760,13.54760,,82.36050,,13.21530,,13.45000,11.64200
2024-01-15,16.88000,14.26000,,14.87600,14.85000,254.82320,11.96000,,12.18720,,,15.88000,15.24400,714.00000,22.24170,124.52000,15.34900,13.60210,27.11740,12.04900,,82.10920,,591.85320,13.57020,,83.00280,,13.26150,,13.50000,11.67700
2024-01-16,16.84000,14.19000,,14.83000,14.82000,254.69710,11.96000,,12.19130,,,15.80500,15.20160,710.96000,22.19120,124.09000,15.36800,13.55090,27.05380,11.99700,,81.90200,,588.44350,13.56450,,82.68100,,13.24580,,13.40000,11.64500
2024-01-17,16.61000,14.08000,,14.62500,14.63000,251.32890,11.80000,,12.05130,,,15.59400,15.04940,702.56000,21.91510,122.77000,15.18800,13.37020,26.81480,11.80000,,80.48940,,581.20880,13.43540,,81.61980,,13.04670,,13.22000,11.50400
2024-01-18,16.56000,14.04000,,14.59300,14.61000,250.17490,11.74000,,11.99740,,,15.55800,15.03390,702.49000,21.89990,121.88000,15.31300,13.34890,26.74400,11.78000,,80.27510,,584.94130,13.39090,,81.34140,,13.02420,,13.16000,11.47100
2024-01-19,16.66000,14.15000,,14.69800,14.71000,252.58570,11.85000,,12.10220,,,15.71800,15.23530,710.27000,22.11690,123.16000,15.49800,13.45660,27.13880,11.85700,,81.18090,,592.91020,13.48550,,81.96570,,13.15080,,13.33000,11.60700
2024-01-23,16.37000,13.95000,,14.40600,14.40000,246.36360,11.66000,,11.88370,,,15.39600,14.95100,697.38000,21.61680,121.38000,15.03100,13.21550,26.50860,11.63800,,79.33860,,577.36820,13.30230,,80.70450,,12.81940,,13.04000,11.38700
2024-01-24,16.55000,14.13000,,14.57400,14.63000,250.18090,11.77000,,12.05560,,,15.64900,15.17210,705.70000,21.91170,123.33000,15.38000,13.40340,27.01150,11.80100,,80.36530,,589.28930,13.47210,,81.81340,,12.99350,,13.18000,11.50200
2024-01-25,16.55000,14.09000,,14.59100,14.60000,250.24880,11.73000,,12.04740,,,15.59200,15.12110,704.47000,21.93770,123.14000,15.32900,13.36080,27.13960,11.80800,,80.26150,,593.43290,13.40710,,81.99270,,12.96330,,13.17000,11.52400
2024-01-29,16.74000,14.22000,,14.78300,14.87000,254.09070,11.81000,,12.24940,,,15.83400,15.40000,714.07000,22.29370,124.53000,15.57900,13.52680,27.56050,11.94100,,81.43220,,606.63490,13.47200,,83.28800,,13.11630,,13.36000,11.67800
2024-01-30,16.62000,14.11000,,14.73900,14.82000,253.01810,11.71000,,12.15030,,,15.78500,15.35490,710.84000,22.19070,123.84000,15.61300,13.47840,27.48270,11.89300,,80.90940,,606.25940,13.42090,,82.70690,,13.05830,,13.26000,11.61000
2024-01-31,16.85000,14.28000,,14.91400,15.02000,256.96980,11.85000,10.01900,12.31920,,,15.99800,15.58810,719.07000,22.51700,125.47000,15.79600,13.69530,27.81770,12.04200,,81.89980,,612.63970,13.66160,,83.81140,,13.23070,,13.44000,11.73300
2024-02-01,16.79000,14.21000,,14.89500,15.03000,256.81560,11.81000,10.02100,12.29360,,,15.94300,15.51940,717.71000,22.53320,125.40000,15.83100,13.66580,27.75380,12.05200,,81.78460,,609.54280,13.63370,,83.68120,,13.24990,,13.40000,11.72900
2024-02-02,16.90000,14.33000,,15.01300,15.13000,260.06610,11.84000,10.01300,12.35900,,,16.03300,15.67180,724.08000,22.71820,126.36000,15.98700,13.71690,28.12810,12.06900,,82.02370,,614.93720,13.70540,,83.99570,,13.30180,,13.49000,11.79300
2024-02-05,16.89000,14.33000,,15.02200,15.13000,261.18550,11.84000,10.01400,12.32080,,,16.00100,15.66640,722.79000,22.73820,126.58000,16.02000,13.67960,28.09770,12.02400,,81.86340,,618.45390,13.62600,,83.61070,,13.23830,,13.50000,11.77000
2024-02-06,17.05000,14.47000,,15.16500,15.30000,263.30440,11.91000,10.02700,12.43080,,,16.18100,15.85790,730.96000,22.90920,127.36000,16.19600,13.77930,28.49360,12.13800,,82.83990,,624.42500,13.73360,,84.30160,,13.31500,,13.60000,11.89800
2024-02-07,17.13000,14.61000,,15.23300,15.35000,265.50100,11.93000,10.02500,12.51050,,,16.24500,15.99090,733.56000,22.94550,128.04000,16.19800,13.85140,28.60250,12.16000,,84.17400,,625.02660,13.80670,,84.63770,,13.35480,,13.65000,11.96200
2024-02-08,17.05000,14.56000,,15.15800,15.30000,264.00530,11.84000,9.99400,12.46350,,,16.17000,16.02650,731.58000,22.99260,127.72000,16.23900,13.80490,28.52190,12.08300,,83.82110,,625.27970,13.77570,,84.07210,,13.28190,,13.62000,11.89900
2024-02-09,17.02000,14.51000,,15.09500,15.22000,261.50330,11.80000,9.98100,12.41850,,,16.08700,15.90330,731.19000,22.79320,126.80000,16.15700,13.73890,28.26200,12.02800,,83.56930,,619.13330,13.73070,,83.72490,,13.23420,,13.54000,11.85500
2024-02-12,16.85000,14.36000,,14.82700,14.87000,256.75590,11.63000,9.93800,12.23500,,,15.84000,15.63510,720.08000,22.20410,123.75000,15.79300,13.49240,27.38950,11.83000,,82.11740,,601.28880,13.52010,,82.26170,,12.99190,,13.33000,11.69900
2024-02-13,16.89000,14.45000,,14.86300,14.91000,257.48550,11.68000,9.95600,12.27320,,,15.91900,15.67230,722.91000,22.28370,124.39000,15.94500,13.52930,27.58460,11.85600,,82.49540,,602.08360,13.51520,,82.61470,,13.04690,,13.39000,11.73400
2024-02-14,16.94000,14.50000,,14.98600,15.05000,259.88080,11.74000,10.00100,12.34270,,,16.04000,15.82300,728.60000,22.49920,125.56000,16.18600,13.61600,27.92030,11.95000,,83.03170,,610.54190,13.63250,,83.29520,,13.11990,,13.50000,11.80600
2024-02-15,17.07000,14.61000,,15.05000,15.24000,262.19410,11.80000,10.06100,12.44070,,,16.16000,16.03370,735.59000,22.70630,126.37000,16.32000,13.74430,28.29560,12.04800,,83.36260,,616.78550,13.71180,,83.86690,,13.19070,,13.56000,11.89900
2024-02-16,17.17000,14.75000,,15.13800,15.35000,264.28400,11.90000,10.16000,12.53750,,,16.29200,16.17830,741.66000,22.95760,127.56000,16.38400,13.81080,28.40780,12.16400,,83.69450,,618.80350,13.75230,,84.48870,,13.27020,,13.63000,11.99000
2024-02-19,17.28000,14.83000,,15.27500,15.39000,265.48530,11.92000,10.22500,12.56260,,,16.33100,16.21390,747.34000,23.08180,127.75000,16.40500,13.85710,28.40380,12.19900,,83.93600,,623.41070,13.83000,,84.95650,,13.27370,,13.66000,12.01300
2024-02-20,17.28000,14.82000,,15.25000,15.39000,265.30670,11.90000,10.19900,12.54340,,,16.34700,16.20700,746.43000,23.11880,127.50000,16.39400,13.83400,28.30220,12.20200,,84.04790,,623.69850,13.83890,,84.89550,,13.26580,,13.64000,12.01800
2024-02-21,17.23000,14.76000,,15.12200,15.28000,263.39640,11.80000,10.12800,12.45700,,,16.18800,16.10440,740.63000,22.96920,126.84000,16.22200,13.75370,27.91410,12.16000,,83.51290,,618.63900,13.77360,,84.26330,,13.17630,,13.56000,11.98800
2024-02-22,17.36000,14.85000,,15.21000,15.33000,264.74160,11.85000,10.15900,12.53880,,,16.30300,16.22260,746.36000,23.13790,127.51000,16.34000,13.80640,28.14930,12.21100,,83.85160,,627.52130,13.81530,,84.54530,,13.21850,,13.67000,12.07600
2024-02-23,17.39000,14.93000,,15.28000,15.34000,265.14370,11.91000,10.21400,12.58400,,,16.38400,16.32830,746.82000,23.19710,127.98000,16.37400,13.86350,28.18660,12.21400,,84.12100,,629.95410,13.93180,,84.78710,,13.26450,,13.74000,12.14700
2024-02-26,17.32000,14.84000,,15.25600,15.35000,264.99460,11.92000,10.24700,12.55930,,,16.36400,16.32760,743.84000,23.21380,127.75000,16.35100,13.84110,28.15220,12.20900,,83.99940,,626.82610,13.90740,,84.59180,,13.22950,,13.72000,12.12800
2024-02-27,17.34000,14.91000,,15.28600,15.38000,265.51100,11.94000,10.21300,12.59450,,,16.34300,16.34680,745.96000,23.26830,127.72000,16.29500,13.83380,28.10480,12.21000,,84.08460,,623.45150,13.85980,,84.70130,,13.27920,,13.72000,12.14700
2024-02-28,17.13000,14.72000,,15.07900,15.15000,263.03030,11.80000,10.05700,12.42930,,,16.11600,16.12150,735.85000,22.90740,126.01000,16.03700,13.65820,27.60760,12.06100,,83.32910,,612.76350,13.69130,,83.66430,,13.13030,,13.53000,11.97100
2024-02-29,17.22000,14.74000,,15.15500,15.23000,263.87720,11.85000,10.08200,12.46350,,,16.16400,16.16210,737.46000,23.00220,126.27000,16.17500,13.73980,27.73750,12.06700,,83.71470,,617.32000,13.70890,,83.54110,,13.16140,,13.56000,12.01300
2024-03-01,17.34000,14.83000,,15.30200,15.44000,267.16800,11.94000,10.17800,12.57240,,,16.31300,16.31610,744.82000,23.24980,127.67000,16.35700,13.86470,28.15370,12.19300,,84.66830,,625.61910,13.85070,,84.34810,,13.30020,,13.71000,12.16300
2024-03-04,17.44000,14.87000,,15.37300,15.55000,267.52140,11.96000,10.16400,12.63180,,,16.38100,16.42070,747.09000,23.41030,128.13000,16.47700,13.91390,28.45750,12.20600,,85.04020,,636.48850,13.87150,,84.57950,,13.33100,,13.82000,12.15800
2024-03-05,17.37000,14.77000,,15.33800,15.47000,267.03790,11.94000,10.05900,12.56950,,,16.30200,16.35390,746.94000,23.38480,127.56000,16.42600,13.88400,28.51790,12.15700,,85.01780,,633.88320,13.87510,,84.09410,,13.27860,,13.77000,12.04900
2024-03-06,17.29000,14.71000,,15.30300,15.37000,266.02180,11.91000,9.94900,12.53700,,,16.20500,16.24960,745.14000,23.16210,127.02000,16.31000,13.81530,28.30520,12.11200,,84.72150,,628.65890,13.79500,,83.92510,,13.22030,,13.70000,11.94800
2024-03-07,17.34000,14.78000,,15.36600,15.41000,266.90860,11.94000,9.97400,12.60120,,,16.24800,16.29700,746.80000,23.20410,127.58000,16.44100,13.83370,28.49550,12.14200,,85.27780,,631.84410,13.87170,,84.28880,,13.24410,,13.74000,11.98800
2024-03-11,17.20000,14.71000,,15.21000,15.21000,264.77710,11.84000,9.90500,12.48530,,,16.10200,16.12240,741.33000,22.94150,126.46000,16.32500,13.65810,28.13540,12.03600,,79.75980,,624.41680,13.80780,,83.62150,,13.14160,,13.61000,11.90700
2024-03-12,17.06000,14.59000,,15.07100,15.04000,262.26830,11.74000,9.84000,12.37500,,,15.95300,15.93310,737.93000,22.58680,125.23000,16.12300,13.50390,27.73250,11.89700,,79.25330,,615.33830,13.72790,,82.95380,,12.98800,,13.48000,11.78400
2024-03-13,16.60000,14.16000,,14.64700,14.49000,253.14660,11.42000,9.59700,12.00460,,,15.45600,15.31940,718.67000,21.75070,121.29000,15.46500,13.06630,26.50850,11.54200,,77.09210,,584.22090,13.28180,,81.02270,,12.63140,,13.06000,11.43500
2024-03-14,16.81000,14.34000,,14.83700,14.74000,258.34440,11.55000,9.70100,12.13480,,,15.70300,15.55220,728.97000,22.16310,122.61000,15.84900,13.27100,27.16250,11.70200,,78.30040,,599.40330,13.41740,,81.51070,,12.81480,,13.20000,11.58300
2024-03-15,16.77000,14.32000,,14.78100,14.70000,257.45430,11.54000,9.68300,12.11270,,,15.64700,15.48110,727.03000,22.22410,122.19000,15.78100,13.21490,26.09100,11.65500,,78.05460,,598.56430,13.44780,,81.37800,,12.77690,,13.17000,11.57800
2024-03-18,16.79000,14.28000,,14.82500,14.78000,257.78590,11.54000,9.68000,12.09160,,,15.66400,15.50340,727.29000,22.20840,122.19000,15.77400,13.23840,26.06930,11.65100,,78.36810,,604.32640,13.48540,,81.34640,,12.77040,,13.21000,11.56700
2024-03-19,16.67000,14.17000,,14.67700,14.58000,255.09030,11.45000,9.59000,11.98500,,,15.49400,15.33900,721.44000,21.93800,121.32000,15.57300,13.15010,25.71440,11.55300,,77.70040,,593.03800,13.44280,,80.59430,,12.65850,,13.08000,11.46700
2024-03-20,16.69000,14.18000,,14.74900,14.62000,256.76990,11.47000,9.61100,12.01430,,,15.51500,15.34550,722.18000,22.00350,121.73000,15.64500,13.17810,25.76370,11.56200,,77.66340,,592.69720,13.40490,,80.65210,,12.66030,,13.10000,11.50100
2024-03-21,16.94000,14.42000,,14.94200,14.89000,261.34180,11.69000,9.76900,12.24560,,,15.75600,15.65730,731.91000,22.43760,123.62000,15.88400,13.38860,26.33590,11.72600,,78.86140,,605.52740,13.58210,,81.97080,,12.88550,,13.34000,11.70300
2024-03-22,17.04000,14.49000,,15.04200,15.03000,263.16790,11.72000,9.82200,12.32520,,,15.84500,15.74990,737.20000,22.77460,124.40000,16.04600,13.51270,26.43540,11.80300,,79.22960,,608.59350,13.66390,,82.39840,,12.94530,,13.40000,11.78400
2024-03-26,17.08000,14.61000,,15.06800,15.03000,264.08880,11.77000,9.81900,12.40490,,,15.88600,15.83850,737.99000,22.86640,125.34000,16.10900,13.54690,26.47160,11.80700,,79.61770,,610.99610,13.79180,,82.36490,,12.95160,,13.46000,11.83000
2024-03-27,17.23000,14.69000,,15.09800,15.09000,265.77180,11.85000,9.86900,12.46750,,,15.96200,15.90830,741.08000,23.04430,126.00000,16.18100,13.58730,26.42800,11.87700,,79.74460,,613.85170,13.83410,,79.70820,,12.99980,,13.52000,11.91800
2024-03-28,17.37000,14.80000,,15.20800,15.24000,268.48610,11.95000,9.97200,12.55930,,,16.05900,15.99900,743.45000,23.25520,127.16000,16.31100,13.65510,26.65370,11.93900,,80.29290,,617.99790,13.91610,,80.17210,,13.06330,,13.61000,12.00000
2024-03-31,17.37000,14.80000,,15.20800,15.24000,268.46990,11.95000,9.97200,12.55900,,,16.05700,15.99840,743.42000,,127.15000,16.31000,13.65490,26.65290,11.93900,,80.28850,,617.95610,13.91540,,80.16830,,13.06310,,13.61000,12.00000
2024-04-01,17.59000,14.94000,,15.42300,15.53000,271.84590,12.09000,10.10900,12.71490,,,16.31400,16.27870,752.11000,23.58800,128.88000,16.54000,13.87480,27.10650,12.15400,,81.62100,,632.99810,14.10430,,81.18170,,13.29630,,13.75000,12.13500
2024-04-02,17.68000,15.01000,,15.49700,15.60000,273.11230,12.15000,10.14500,12.81620,,,16.40800,16.39870,756.68000,23.69500,129.22000,16.57900,13.98910,27.23390,12.21200,,82.09570,,637.74510,14.18170,,81.60370,,13.36360,,13.83000,12.21900
2024-04-03,17.73000,15.03000,,15.57000,15.63000,274.42810,12.19000,10.21200,12.84320,,,16.49600,16.47390,759.28000,23.79130,129.38000,16.60900,14.03300,27.35590,12.26900,,82.63310,,644.49200,14.26690,,81.76190,,13.40370,,13.87000,12.24000
2024-04-04,17.77000,15.10000,,15.60800,15.65000,275.74980,12.27000,10.27300,12.88820,,,16.53600,16.52780,761.05000,23.79210,130.20000,16.60700,14.07220,27.41430,12.29600,,82.87700,,644.56650,14.23020,,81.93330,,13.41800,,13.93000,12.28300
2024-04-05,17.81000,15.12000,,15.69500,15.72000,276.51790,12.27000,10.33900,12.91260,,,16.60500,16.54620,762.41000,23.79120,130.52000,16.68500,14.14020,27.46180,12.33700,,82.96390,,648.64620,14.21110,,82.20830,,13.45360,,13.99000,12.31200
2024-04-08,17.89000,15.19000,,15.78000,15.79000,276.94430,12.31000,10.38000,12.97060,,,16.64900,16.61830,765.65000,23.85990,130.73000,16.74500,14.17590,27.48310,12.39700,,83.62430,,649.54400,14.28500,,82.46360,,13.50230,,14.08000,12.31700
2024-04-09,17.85000,15.17000,,15.75100,15.77000,276.60480,12.31000,10.38500,12.94560,,,16.60200,16.55530,764.83000,23.75230,130.83000,16.69100,14.11910,27.41520,12.39100,,83.54450,,649.86910,14.31760,,82.28670,,13.45030,,14.07000,12.32000
2024-04-10,17.95000,15.25000,,15.82400,15.83000,278.43790,12.37000,10.43100,13.03040,,,16.70400,16.64740,769.39000,23.88040,131.57000,16.80200,14.17510,27.64210,12.49400,,83.85610,,654.16840,14.44580,,82.81160,,13.49800,,14.11000,12.37400
2024-04-12,17.84000,15.18000,,15.75200,15.72000,277.06510,12.31000,10.41200,12.98560,,,16.56900,16.53100,764.73000,23.66710,131.02000,16.63600,14.05430,27.47990,12.41000,,83.15980,,650.71510,14.39850,,82.56350,,13.41290,,14.02000,12.28800
2024-04-15,17.65000,14.99000,,15.57000,15.61000,273.29070,12.17000,10.31600,12.81360,,,16.33400,16.32310,757.00000,23.34140,129.67000,16.42200,13.87960,27.13140,12.25200,,82.04230,,642.01010,14.22590,,81.60060,,13.26120,,13.88000,12.16000
2024-04-16,17.59000,14.98000,,15.60000,15.64000,272.57890,12.15000,10.28600,12.76920,,,16.30800,16.32540,755.43000,23.35050,129.31000,16.38600,13.90300,27.10680,12.27700,,82.30370,,643.77490,14.17500,,81.43370,,13.27110,,13.87000,12.17100
2024-04-18,17.61000,14.96000,,15.53800,15.56000,273.15480,12.09000,10.24700,12.69870,,,16.29000,16.24620,753.30000,23.26800,128.78000,16.33800,13.85750,27.07480,12.23300,,82.16470,,641.96480,14.15160,,81.30880,,13.26640,,13.84000,12.11800
2024-04-19,17.63000,14.98000,,15.55400,15.61000,272.73710,12.11000,10.28100,12.70960,,,16.35300,16.24090,753.73000,23.30630,128.83000,16.36600,13.90890,27.06750,12.22300,,82.57270,,641.62910,14.17800,,81.46820,,13.25030,,13.85000,12.15000
2024-04-22,17.81000,15.01000,,15.71300,15.75000,274.76380,12.21000,10.36300,12.77160,,,16.51500,16.44210,759.96000,23.60160,129.67000,16.49100,14.09470,27.36140,12.27200,,83.51700,,649.70630,14.32010,,81.95630,,13.31900,,13.95000,12.24500
2024-04-23,17.86000,15.11000,,15.74200,15.80000,276.23200,12.34000,10.40500,12.86430,,,16.62300,16.49350,762.33000,23.74720,130.67000,16.51700,14.21930,27.49340,12.34000,,84.10610,,652.32100,14.39020,,82.54680,,13.38460,,14.02000,12.27100
2024-04-24,17.98000,15.21000,,15.81700,15.96000,278.10470,12.41000,10.48600,12.93660,,,16.71200,16.60200,765.12000,23.81840,131.28000,16.58000,14.27890,27.64830,12.40200,,84.50340,,658.12200,14.56100,,82.75550,,13.45230,,14.07000,12.34400
2024-04-25,18.07000,15.28000,,15.91200,16.08000,281.04250,12.51000,10.56900,13.04070,,,16.85800,16.73740,769.75000,23.98500,132.05000,16.67700,14.39310,27.95950,12.46800,,85.47400,,662.35320,14.64790,,83.45450,,13.52510,,14.19000,12.40100
2024-04-26,18.04000,15.25000,,15.95600,16.12000,281.37960,12.53000,10.57600,13.05150,,,16.85700,16.84080,769.68000,23.92480,132.68000,16.74200,14.43460,28.02860,12.46800,,85.40550,,667.13850,14.63380,,83.21870,,13.52840,,14.19000,12.38900
2024-04-29,18.14000,15.33000,,16.00300,16.23000,282.60710,12.57000,10.61600,13.11110,,,16.96700,16.96210,772.63000,24.05760,133.54000,16.82200,14.54650,28.16840,12.54000,,86.03380,,669.32260,14.71800,,83.93240,,13.60840,,14.29000,12.50100
